110103194502107403,赵一,74,女,记者,13314000000,13314000000@123.com,2018-05-23,崇文区,135394.74
120101198711093218,王八,32,男,司机,13328000007,13328000007@123.com,2012-02-08,和平区,21626.32
120103198705143212,钱十,32,男,美容师,13328000009,13328000009@123.com,2012-07-31,河西区,158427.32
110102198702143217,李四,32,男,职员,13319200003,13319200003@123.com,2015-04-14,西城区,167032.32
110100198708213217,钱四,32,男,医师,13328000033,13328000033@123.com,1989-06-07,市辖区,32719.32
140000198712233211,王八,32,男,司机,13324400047,13324400047@123.com,2009-06-10,山西省,46057.32
130102198708083215,吴四,32,男,医师,13323200013,13323200013@123.com,2009-10-09,长安区,102369.32
150000198701223210,钱六,32,男,工程师,13323200025,13323200025@123.com,2001-07-17,内蒙古自治区,10487.32
140107198703283202,周一,32,女,记者,13328800020,13328800020@123.com,2016-02-24,杏花岭区,18728.32
110102198702243211,李四,32,男,职员,13321200003,13321200003@123.com,2016-06-21,西城区,36456.32
120101198701313215,王十,32,男,CEO,13319200039,13319200039@123.com,1999-06-03,和平区,98306.32
140121198704183203,赵五,32,女,科学家,13326800024,13326800024@123.com,1987-01-06,清徐县,50477.32
150000198705113216,钱六,32,男,工程师,13329200025,13329200025@123.com,2007-03-11,内蒙古自治区,151901.32
130100198711093218,李四,32,男,职员,13326800043,13326800043@123.com,2005-07-19,石家庄市,61603.32
140108198707293219,吴四,32,男,医师,13324400053,13324400053@123.com,2013-09-21,尖草坪区,49415.32
140100198702063205,赵七,32,女,法官,13318400016,13318400016@123.com,2001-05-18,太原市,45951.32
140110198704043219,王四,32,男,职员,13320800023,13320800023@123.com,1989-05-13,晋源区,76062.32
150000198701223215,钱六,32,男,工程师,13320800025,13320800025@123.com,1991-07-14,内蒙古自治区,11938.32
130000198707173202,孙三,32,女,作者,13328000042,13328000042@123.com,2004-09-24,河北省,139764.32
140121198706293206,赵一,32,女,记者,13328000120,13328000120@123.com,2003-02-18,清徐县,78762.32
130000198709183200,孙三,32,女,作者,13317600042,13317600042@123.com,1988-09-31,河北省,148258.32
130100198707083210,李四,32,男,职员,13316800043,13316800043@123.com,1994-12-21,石家庄市,45462.32
210000198711293208,郑九,32,女,服务员,13316000158,13316000158@123.com,1995-06-03,辽宁省,152999.32
140101198710253214,钱八,32,男,秘书,13316000177,13316000177@123.com,2018-12-02,市辖区,91758.32
140108198711223217,吴二,32,男,摄影师,13316000181,13316000181@123.com,2005-06-04,尖草坪区,449.32
140101198701243212,钱四,32,男,医师,13310400113,13310400113@123.com,1988-02-24,市辖区,1635.32
130103198709103206,郑九,32,女,服务员,13314400078,13314400078@123.com,2000-02-10,桥东区,68198.32
110102198704143215,李四,32,男,职员,13322800003,13322800003@123.com,1987-03-12,西城区,55186.32
140107198704253204,周一,32,女,记者,13323600020,13323600020@123.com,1992-04-27,杏花岭区,51687.32
140105198712113205,孙一,32,女,老师,13323600050,13323600050@123.com,2015-10-21,小店区,40903.32
150100198702233209,孙七,32,女,园丁,13321200026,13321200026@123.com,2000-10-12,呼和浩特市,110627.32
150102198707123205,周一,32,女,记者,13312400060,13312400060@123.com,2003-02-11,新城区,125062.32
120102198712053202,赵一,32,女,记者,13320400040,13320400040@123.com,2001-04-09,河东区,150705.32
130102198701193212,吴八,32,男,秘书,13323600077,13323600077@123.com,2014-02-12,长安区,170267.32
130000198709053201,孙五,32,女,护士,13312400074,13312400074@123.com,2016-03-05,河北省,12389.32
110102198712043218,李八,32,男,司机,13321200067,13321200067@123.com,2005-07-26,西城区,104628.32
120000198708103211,吴十,32,男,美容师,13312000069,13312000069@123.com,2016-02-04,天津市,59134.32
120103198707063210,钱十,32,男,美容师,13311600009,13311600009@123.com,2008-10-04,河西区,96675.32
130103198705163205,郑一,32,女,老师,13321200110,13321200110@123.com,2018-08-19,桥东区,25006.32
140106198707243217,李四,32,男,职员,13317200083,13317200083@123.com,1988-04-28,迎泽区,39661.32
120100198706063209,郑七,32,女,园丁,13321600006,13321600006@123.com,1999-07-02,市辖区,24771.32
130000198710193201,孙七,32,女,园丁,13320400106,13320400106@123.com,2011-04-30,河北省,110899.32
130103198706273208,郑一,32,女,老师,13320400110,13320400110@123.com,2000-01-16,桥东区,61270.32
140105198708143208,孙三,32,女,作者,13325200082,13325200082@123.com,2008-04-02,小店区,56443.32
140105198705203209,孙五,32,女,护士,13328800114,13328800114@123.com,1996-02-11,小店区,66320.32
130103198705083206,郑三,32,女,作者,13317200142,13317200142@123.com,2016-11-03,桥东区,161892.32
130103198712153202,郑一,32,女,老师,13311600110,13311600110@123.com,2007-04-01,桥东区,119731.32
120000198708083219,吴六,32,男,工程师,13328800165,13328800165@123.com,1991-01-06,天津市,190846.32
130102198702273214,吴二,32,男,摄影师,13312000141,13312000141@123.com,1996-10-07,长安区,37559.32
140106198703173214,李十,32,男,CEO,13328800179,13328800179@123.com,1997-02-04,迎泽区,178084.32
140101198705093210,钱二,32,男,摄影师,13321600081,13321600081@123.com,1993-12-30,市辖区,25971.32
110100198706173213,钱八,32,男,秘书,13321600097,13321600097@123.com,2018-08-02,市辖区,71566.32
140105198709143209,孙九,32,女,服务员,13325600018,13325600018@123.com,1995-04-02,小店区,69616.32
120100198709203206,郑一,32,女,老师,13312400230,13312400230@123.com,1998-04-04,市辖区,193658.32
150102198706243203,周五,32,女,科学家,13321200124,13321200124@123.com,1992-10-05,新城区,93304.32
140110198703023219,王八,32,男,司机,13312400247,13312400247@123.com,2011-11-30,晋源区,141122.32
140106198702123214,李二,32,男,学生,13313200051,13313200051@123.com,1988-07-04,迎泽区,25392.32
130100198702183218,李八,32,男,司机,13312400267,13312400267@123.com,2012-07-30,石家庄市,161344.32
130101198705093206,周九,32,女,理发师,13312400268,13312400268@123.com,1996-08-12,市辖区,55077.32
140100198710163202,赵七,32,女,法官,13311600176,13311600176@123.com,1987-09-10,太原市,178557.32
140107198702053204,周七,32,女,法官,13328800276,13328800276@123.com,1994-03-11,杏花岭区,9825.32
150100198709183206,孙三,32,女,作者,13328800282,13328800282@123.com,2012-06-24,呼和浩特市,137965.32
150000198701293212,钱六,32,男,工程师,13321200185,13321200185@123.com,1987-05-10,内蒙古自治区,10457.32
120000198708143217,吴四,32,男,医师,13328800293,13328800293@123.com,2008-04-04,天津市,16412.32
130100198704163218,李十,32,男,CEO,13328800299,13328800299@123.com,2001-06-27,石家庄市,67543.32
140105198704033207,孙三,32,女,作者,13311600242,13311600242@123.com,1990-06-25,小店区,159870.32
110000198706013204,赵七,32,女,法官,13311600256,13311600256@123.com,2017-02-25,北京市,156159.32
130102198710123214,吴二,32,男,摄影师,13312400301,13312400301@123.com,2003-06-27,长安区,149714.32
110100198710183217,钱八,32,男,秘书,13320000097,13320000097@123.com,2016-11-29,市辖区,14252.32
140108198709283215,吴八,32,男,秘书,13317200277,13317200277@123.com,1989-10-31,尖草坪区,41666.32
140105198710313202,孙九,32,女,服务员,13312400338,13312400338@123.com,1995-12-20,小店区,72901.32
210100198701113217,王八,32,男,司机,13314800287,13314800287@123.com,2010-12-12,沈阳市,106187.32
140000198704133210,王二,32,男,学生,13321200271,13321200271@123.com,1991-09-28,山西省,53605.32
110000198711173207,赵九,32,女,理发师,13321200288,13321200288@123.com,2011-06-31,北京市,41572.32
110101198701183202,孙一,32,女,老师,13325200290,13325200290@123.com,1994-10-28,东城区,31246.32
210000198704023208,郑九,32,女,服务员,13314800318,13314800318@123.com,2001-06-16,辽宁省,119409.32
210000198703013207,郑九,32,女,服务员,13320000158,13320000158@123.com,2011-06-04,辽宁省,102094.32
110102198705133218,李十,32,男,CEO,13319600259,13319600259@123.com,1994-12-29,西城区,68894.32
130103198709293209,郑一,32,女,老师,13319600270,13319600270@123.com,2014-07-06,桥东区,54828.32
210100198708313214,王二,32,男,学生,13312400351,13312400351@123.com,1998-11-23,沈阳市,90161.32
130000198710303206,孙一,32,女,老师,13325200330,13325200330@123.com,2013-07-24,河北省,35779.32
110100198709053210,钱八,32,男,秘书,13310800097,13310800097@123.com,2008-10-24,市辖区,186809.32
110101198708273200,孙九,32,女,服务员,13310800098,13310800098@123.com,1990-05-06,东城区,37640.32
140107198703023207,周五,32,女,科学家,13328400084,13328400084@123.com,2015-09-30,杏花岭区,4679.32
140000198702253219,王八,32,男,司机,13314800367,13314800367@123.com,1996-09-20,山西省,18625.32
140107198706173209,周一,32,女,记者,13317200340,13317200340@123.com,2002-08-04,杏花岭区,192308.32
120000198708243214,吴六,32,男,工程师,13319200325,13319200325@123.com,2016-01-20,天津市,150369.32
140121198710133204,赵三,32,女,教授,13316800152,13316800152@123.com,1992-01-20,清徐县,108390.32
110100198703233218,钱十,32,男,美容师,13310800129,13310800129@123.com,2009-02-27,市辖区,123051.32
120100198703103203,郑五,32,女,护士,13328400134,13328400134@123.com,2003-01-09,市辖区,133441.32
140101198708133214,钱八,32,男,秘书,13316800177,13316800177@123.com,2011-03-23,市辖区,115617.32
150102198707173208,周九,32,女,理发师,13316800188,13316800188@123.com,1991-08-17,新城区,30887.32
120000198706193219,吴二,32,男,摄影师,13317200421,13317200421@123.com,2004-04-04,天津市,193734.32
140121198710043208,赵五,32,女,科学家,13328400184,13328400184@123.com,2010-01-22,清徐县,140823.32
140000198703123214,王十,32,男,CEO,13323600239,13323600239@123.com,1989-03-16,山西省,26510.32
150103198708093215,吴十,32,男,美容师,13310800189,13310800189@123.com,1991-11-14,回民区,104440.32
150103198702263219,吴八,32,男,秘书,13325200477,13325200477@123.com,2006-11-22,回民区,142509.32
130103198710303208,郑七,32,女,园丁,13328400206,13328400206@123.com,2011-08-27,桥东区,148908.32
140109198708203206,郑五,32,女,护士,13328400214,13328400214@123.com,1993-09-09,万柏林区,161626.32
130101198707283204,周九,32,女,理发师,13323600268,13323600268@123.com,2016-08-24,市辖区,45278.32
120102198702103200,赵七,32,女,法官,13328800616,13328800616@123.com,2014-04-02,河东区,82111.32
130100198703293216,李六,32,男,律师,13310800235,13310800235@123.com,1992-07-22,石家庄市,139664.32
130000198708183201,孙三,32,女,作者,13325200522,13325200522@123.com,2005-11-24,河北省,130223.32
